Syllables,Cumulative FREQcount
bulŋ,1
prɑx ,9758
 sfɵŋk ,1
trys,3
mɑŋk ,8
vroːmst,1
 dɪŋs,339
strɑjx ,1
 əɲ ,31
 vaːt,752
 fɛm,44
bɔtst,57
pɑɣ ,922
klœys ,248
brɔb ,2
 kɛn ,5445
 laːl,8
 stroː,2530
 ɵrst,84
doːds ,36
burtʲ ,45
dɛfl ,4
 rit,820
 plɛ ,1402
 lis ,8
 lɵps,1
 ʋɛd ,20
 prɪns ,1
 rɑk,1777
nɑrl,3
 əl,6578
 rəns,764
vɑmp,16
strɵts,5
vɛɪlx,7
 sfœyl ,4
sɪx ,4139
 frɔl,5
 kløːrt,101
 sɪp,46
 bleːmp ,586
krɛɪtʲ ,46
duʃ,995
 pɵnx,29
 nɛɪn ,508
klɛv ,1
 stroːmp ,1
 rɛɪp ,8
plnɛ ,1
jɵŋ ,1262
 vɑj ,29
stɵn ,70
 ɣaːt ,466
nɔz ,8
kɪf,14
 kɑnlt,1
jɑŋs,1
 lœydz ,54
 brɑms,13
sky ,7585
strɛk ,102
oːlt,259
 smøː ,16
hɔb ,25
 mərt,355
ʃeːx,40
bɔrn,162
 ɣœyst,11
 tɑm ,42
 vaːns,4
slɪkt,496
 pɛst,2009
 streːt,75
 sɑm ,14
 skriːk,9
fɛɪŋk ,8
pɛŋ,92
ʋeː ,98412
 stɪm ,20
bɑrstʲ ,29
tiːmz ,1
vɛrf,878
 rɛsk,9
 stɔrt ,6
 stiʃ,8
 blɵt ,1
ɪnktz ,8
pɛls,468
sxɔtz ,1
ʃɑr ,8925
 rɪxts,18
trɪ ,1896
smaːdsx ,1
jɔph ,2
 trɛk ,290
nhɛɪ,5215
 nɑhs,7
hɛrh ,2299
 voːjz ,4
 dɛrmlz ,1
 zɑrts,90
 nujt,354
ʋɔrlt,160
ʋɛɪl,8034
 klɛɪntʲ ,1
eːp,6600
 vəŋ ,370
 pupt,63
lvɛr ,26
 sɛm,1744
hɛɪk,25
tseː,5
 ɣɑzl ,1
tɔŋsx ,1
vaːɾ ,10
sleːph ,1
 lɑxt,1575
 naːjs,1
mɪk ,307
mɑlt,76
hɛrp,149
 spə,2381
dɑwn,276
sxɛɪ,24061
 nɛɪ,4007
 kɪt,67
ɣraːɲ ,1
zɪk ,50
ʋɛlh ,6
ɣɑɾr,7
frɛt,941
slaːph ,4
ɣɵm,424
blut ,107
 kløːr,335
ʋɪnt,5154
tɔr ,6853
 frints,1
 ɣaːl ,3
 stɔ ,2438
klɛr,321
 vaːtʲ ,4
slɛxts,3869
ʃeːpsh ,2
 sxœym,67
pɛrsk ,1
raːp ,84
lsmaːl,10
 pɛrts,39
drleː ,3
mkɑt,2
mɛnz ,29
stɑfp ,1
kɪtx ,56
 rɛɪpt,20
mœyl,237
byh ,5
 kɛkr,1
 səls,769
ɣlyrt,55
plɪxt ,112
krʌʊts,2
pɛxk,1
søːss,16
ʋeːt,190677
ɵrl,24
zɑɡ ,348
kkaː,116
sɛlf ,13
 ɣɑpt,13
hɛɪst,20
flɪts ,1
slɪmst,5
ʃɛt,287
bɔnl ,1
flœyt,600
 dɑlfs,1
stup,359
 œy ,2386
 ʋɛp,37
 zɔrxs ,1
 daːtsx ,1
 streːm,399
 jaːls,1
sxaːpz ,1
 nɛsk,19
 vɪs,2490
fɵŋ,195
tʋɔk,3
pɵlk,20
 treːnt,528
ry ,11727
ʃrɔt,71
 truv ,2
ʃɪn,126
zɔx,7338
jɔx ,1358
ŋɔx,2
psaː,2
 nɑph ,1
stɛt,87
 bruk ,39
lɪz ,134
bɪsh ,35
 jɪts,1
tʃɛ ,547
 plɑnt ,1
bəlt ,6
 lɑs,1723
teːlj ,13
 jaː ,3110
breːt ,7
dɪŋks,1
 trɑʋ ,1
 løːws,1
sxaːkh ,1
klɑp ,198
jɵŋ,1591
 trɑt,174
ɣrupk ,1
 fɪ ,240
tus,30
hoːn ,4
juh ,36
rɪk,10114
vɔːrth ,5
 ɣli ,359
 frɵx ,3
 sxɪks,46
 reːts,1
ɛɪsx ,26
mɑŋ ,1811
krœyst,165
boːw ,35
hʋɑŋ,3
 drən,31
tɑxs,4
 pərd ,1
 sfœyl,12
ʃɛrm,6
 lɵsks,14
rɪŋ,57930
mɪnst,730
 lɑk ,588
drɵɡ ,4
bəŋ ,102
 ɑrx,130
sɵlk,1
 lɑjr ,173
mɛlk,2626
vreːf,34
 pɛkt,11
 staːl ,7
stɪz ,2
stoːft,51
skvɪɾ ,18
 trɔl,173
skɪm ,12
stɑjn ,1
 sxɛfs,8
dɔp ,1002
 kɔhl,2
dɪl ,127
 ɑmsh ,6
 dɛrsx ,1
peːls,61
lnkɔɣ ,1
zʋɛrf ,63
spɪ ,1954
 rhɛɪts ,11
 plɵk ,15
 mɑjk,2
 ɣɪrl,189
fɑwn,19
kʋɛɪn,32
 rɑxh ,16
tœyt ,118
nɪkz ,6
 vɛɪl ,2
 sɛkz ,1
 zɑnt,636
 smøːlt,1
kɑmpt,9
pi,46761
zboː,3
pɑms,5
zɪn,20582
ɑjtx,11
 pʌʊn ,3
 seːl,199
skvɑws,5
 skrɛɪxt,5
 suns ,7
drœylt,1
beːlj ,17
 sɪːrh ,6
tɪŋ,22134
brʌʊn,40
lɔsx ,2
plɑtʲ ,28
 lɔk ,99
pɑx ,232
tif,6406
dits,20
 blɪsh ,6
 fənt,897
snœyt ,1
jɑkh ,108
zʋɛts,9
 moːl,3
 blɛɪ,3570
ksɪn ,9
dɪsx ,2
mur,558
xhoː ,11
 rɔr ,270
 sʌʊ ,272
 ɣrit,34
 dreːt,12
flɪm ,5
bɵrx,1153
 ɔw,621
zʋɑ ,1297
jɔl,51
sxlɪk,1
 mɵɾ ,5
 nyt ,3
 zoː,17944
 tənd ,235
 lɵss,5
 blurs,2
flɵsh ,4
 jøːr ,1
frʌʊts,1
 skɛrtʲ ,2
 brut,91
 lɛlsk,1
sxlɛɪ ,6
nɑr,3455
ɵsk,97
mkɪŋ ,1
rɵŋ ,46
dʒeː ,4
 jœyx,101
 tɛʋ ,4
 burt,22
pɔt ,1228
ʃɑrts,11
 aːlnk ,1
nɛrd ,2
ʋitʲ ,4
 ʋɔrst ,1
pɔts,119
vrint,25591
 kɪːr ,5604
 tik,3769
ldɪr,3
naːʋ ,9
ɛɪndh ,14
 vi,20475
 daːltʲ ,5
 ʃraː ,14
prufh ,2
kvɪs,139
bɛms,1
bɛlz ,8
bsɵp,3
pɵɾr,4
stɪɾ ,6
røːs,513
 skløːr,190
psɪʃ,67
ɑfx,540
lɛl ,122
 sklʌʊ,14
vndɛr,1
rɛɪɣ ,670
kɛnl ,3
 dɪxh ,1974
klɪk ,187
sxyft,1
 nənsx ,1
kɔm,212836
 pleːk,2
ɛrft,2528
ʋɔlfsx ,3
 pøːk ,1
xhaː ,66
sxrɛɪf ,279
 pipt,122
ɣrɪls,1
hyʊt,13
zaːlh ,8
lœy ,46101
mɔss,55
 lɵnx,150
skvɪʃ,10
pɛtʲ ,364
nɑrns,33
krʌʊss,15
 slɑf,9
plaːjs,4
nɔp,3145
 nɪsh ,98
sɔks,122
nøːf,4
ɵl ,26240
 drɑnt,91
 mɪt ,18
klɛtst,350
bɛdwlŋt,1
 rɛns ,8
vərn ,21
mɵɣʋ ,1
 pip,144
stɛɾ ,2228
nɔŋ,107
 kɔm,26524
kʋɑtʃ,1
ɔntf,2
 skoːp ,65
ɣɪnts,348
 vrɪːr ,6
bɔxtʲ ,1
ɣɑlt,51
 ɔdh ,7
ɛkk ,2
 drɛʋ ,7
pɪŋ,4071
dlrɛkt,1
ɑrmz ,1
brɑntts,4
 naːŋ ,17
 blɪrt,3
 praːl ,1
sɛlfs,3
slɵx,34
vɵl,3308
 strɑk,303
ɣʌʊnt,10
 blɪxt,9
plɪn,345
 ploːt,1
naːtx ,9
poːɣ ,42
traːntʲ ,20
 bleːmh ,1
pɑtrlk,1
 ɣɑrs,28
 ɣrɔm,35
rœyx ,33
 ur,217
 zɑrd ,1
ɣɛms,1
 sɛrlŋ,9
hɛpt,97633
 ɣɔmp ,6
flʌʊtʲ ,3
 ɛt ,4
 nɛnt,683
ɣɵl,646
 dɑdl ,2
bək ,566
 ʋɛlk ,9
 køː,2964
 kloːh ,1
sxɛɪd ,265
krœyp,677
kust ,12
ɣlɪm ,1164
 slɑmp,11
 bɪns,122
splɔt,5
dɵɾ ,40
 ɣrɑnt,90
 fɑmb ,1
 trɛst,17
skʌʊ ,173
ʋoːdx ,2
ʋɪŋk,42
mɑh,231
ɣaːl,1537
mɑkn,1
kɪkt,107
 ʋɪŋt,10
 lɑrs,576
 sklɵb ,3
ʃrɵp,3
 trøːrt,61
 lɛnsx ,1
 roːk ,85
sɔft ,185
 eːk,8
 zɛrts,15
 neːx,1
 kɛrkh ,32
 pɔls,14
sxœyv ,26
mɪsx ,41
stiɾ ,1
hɛŋsh ,1
ntɪː ,61
 kɛn,22904
lɛss,204
 skøː ,210
 lirs ,3
zɛx,92443
 vlɛw,1
ɣrøː ,1
ɵsp,20
vɛnt ,1102
fɑjl,10
styr,15682
 bœykt,3
stɛn ,1183
ʃɑtx ,2
 lɑtʲ ,1
 dih ,22
 dɵŋ ,9
 stɛrf ,18
 vreːmt,97
dul,38606
 stɑm ,38
dlɛp,11
ʃɪx,34
 kɔr ,838
 mərɣ ,1
ʌʊx,1820
 buts,13
zʋɑŋ,3311
ɣni ,4
 kɵsk ,5
kɵd ,13
 tɪlh ,1
 skrɛɪ ,18
strɪph ,8
 lɛlt,4
sxlɛt,8
 stoːp,30
tɛsts,423
 tɑjɣ ,6
prʌʊdh ,1
rɑp ,5309
zʋirt,2
ɣit,224
 vɔlk,156
 kɪls,3
 flər ,2
 jul,11
tɑjls,180
jɔʃ,841
brɑŋ ,5
drɑŋk,4546
 ɔːrts,3
sɛr ,5394
smɑrtph ,1
 tul ,8
 sit ,28
lvɛrs,15
nɔdl ,5
knɑr ,35
hɵr,183
xhɔstʋ ,10
ɑd ,15434
it,1072173
 tɛk,2662
raːr ,102
 tɑln,1
rœyl ,132
sleːtʲ ,7
hɛrn ,20
ʋɪːrh ,371
 stɛrvlŋ,1
zʋɛl,93
 ɑks,444
rɵf ,22
dɛw,13
ʋɛɪk ,84
bɵtx,131
bruj ,120
brœyds ,9
ɣɵrst,2
ʋʌʊts,1
toː,102068
 zoːps,1
kʋɛɪl,138
mɵn ,743
tɵt,311
nɪp,1284
 saːɲ ,2
rɑfts,31
dɑhl,31
kun,535
 vyɾ ,3
hɑʋ ,292
kɔx,7365
knɑpt,97
 splaːjs,1
nɔrt,190
 rɛnl,24
bɵmp ,12
bɪk ,17
 brøːk,298
fʌʊks,8
 dɑd ,19
tʋɪst ,19
bɑld ,69
 daːjs,26
vrin ,26264
jʌʊr,145
kaːkx ,2
zeːft,45
 zɪsx ,1
 stoːk,102
 lœyst,569
 ʃeːn ,20
 plɑnts,8
 nɪːrt,170
krɔks,7
 brœysk,1
 ɣɪŋsk ,6
mɑk,6807
 vraː,8855
pu,8398
fris,80
tɛnt,7246
 meːl ,17
 mitʲ ,6
 ɛn,1653
 preː,573
 stɪks,79
laːst ,2
lɵlk ,1
rɔz ,146
 dɑwxs,2
kɔŋs,1
 pluɣ ,5
 fɪrst,1
 vuts,9
 fʌʊrs,7
snutʲ ,23
 mɪz ,232
 krɔm ,221
vɛtʲ ,88
 rɛrwt,3
 plɛxt,29
lɑhŋk,1
lɑʋ ,707
 vim ,4
 klɑns,2
 rɑsp ,6
ɑnh ,1985
lɪr ,974
lɵ ,19073
tɑksl ,1
ɔxt,21553
 sxʌʊ ,1297
kɑns ,75
 bɪb ,14
lɑjt,40
ɑbh ,7
kɪnds ,1
bɵh ,7
nɪmn,1
soː,25928
dɑx,113653
mɔxtʲ ,6
 roːl,80
kvɪx ,71
zøːr,1555
 rən ,6659
tʲɪftʲ ,3
 lɔftz ,14
ɣɔf,40
 ɣrɛɪt,31
hɛɪn,185
kɑlf,305
lɑndlŋ ,2
 blu,1510
 nɔls,3
rɑ ,28851
 koːpt,1158
 drɛst,3
 ɣɵx ,16
ʋɛɪ ,34727
bøːrz ,8
 kloːnt,64
 sfɔs,4
 drɵkt,786
 poːt ,3
 kɑns ,35
 kɔlnsh ,7
lœys,3234
mkky ,12
krʌʊtx,1
pɔd ,21
fɔlk ,46
 rɑsp,22
 dul ,2333
 smeːkt,111
 slɛɪstʲ ,1
ɣrujh ,13
veːhl ,3
khɔr ,28
 lɪnx,41
pluɣ ,67
hɛɪm,182
 smɪt,119
 zɑnt ,35
maːx,2234
ʋɪl ,37992
sxeːpt,264
mɔnt ,470
 laːrsx ,1
 vɔː ,129
flɪntsh ,1
ʋɑtx,146
 maːltʲ ,1
 ɑrk,35
 mɛɪnt,115
 frœyt ,18
 ərt,421
 bœyɡ ,1
 zɛj,16
ʃeːn,39
ʋɛlk,4073
smɵl,29
frɑns ,4
 dɑls,14
dɛxt,2
 blɔwt,17
ɣrɛɪl,2
trɔtst,1
slɑŋk,170
 kɑjrn,8
skɛnt,99
 ɣɪpst,1
kraːɣ ,8
tuːr,738
 kɑsts,4
 sløː ,641
stroːtʲ ,51
mɔɾ ,532
 strɔŋ ,4
kɛɪltʲ ,1
pɔɾ ,56
 løːm ,14
spaːɾ ,52
rɛɪŋ ,56
zhɛŋ,25
 løːw,9
nʌʊls,4
 raːt,10650
 zɑd ,23
 soːnlj ,1
 dɔw,645
 tɛljn ,1
ʃʌʊ,634
 tənk ,13
stoːmh ,1
tɔl ,312
ɑfw ,4
 spul ,59
sxɵld ,532
tʋɪst,86
 stərsh ,1
snɪː ,2
rɛps,38
kruph ,1
bɔnt,1840
vrɛɪ,27605
mɪŋs,139
pif,81
nɪksh ,1
numt,4307
 lɛɪd ,3
 strɛŋ ,56
blɪt ,47
trɵn ,1
flɪk ,204
 jaːrsp ,2
zɵk ,43
 rɛɪst,739
mktir ,3
 lɛdlŋ,1
 koːr,94
 vaːs,4
vɑp,3
ɛks ,993
rhy ,2
vʋɛɪ,6
 stɵnt,80
 blɑh,7
 rɪsm,9
 vɪd ,62
ʋɪnstʲ ,1
vɛɪns,23
dɑl,1238
sxrɛɪn,14
 ʃɔps,39
 ɔːrn ,32
ɣutk,4
jit,1
hoːjt,1
ɣrɑkx ,34
 ɣrɵf,10
 sklɑn,64
 slər,389
sɔr ,662
y ,337317
 kɛr,1740
 daːns,1
 kraːmt,28
vreːmt,6270
 sfɔnd ,4
 taːrns,60
 voːr,8135
fɔp ,42
ɣɵst,92
dɛɡ ,1
dɑʃ ,148
 teːk ,78
 klik ,2
daːl,1053
rupl,2
jɑxh ,2
aːj,29900
 mɔnt ,42
ɑŋ ,87052
ɪː ,240981
flɑks,13
 ʋɔs,1
joːh ,504
 zɛɪtʲ ,7
lɔsh ,28
lɵnts,4
leːt,6359
 maːntʲ ,4
 dɵmp ,11
prɪk,568
 lɑtt ,1
sløːrt,201
 rɛnts,90
 təls,3100
slaːk,21
ʋɪlz ,6
 nɔts,10
 tɛrblj,2
sʋɪm,9
 trɪk,1168
 tyrl ,4
hʌʊt ,254
 nɑxtlŋ,2
dɪɡ ,6
 mɛɪk,1
toːt,1215
 noːh ,11
bɛŋ,80
 mɔf,90
pɑns,283
zɪŋk ,33
blɵʃ,6
 iː,2443
 ɛɪm,5817
 boːs,59
zil,4745
vɑxt ,2
 neːn ,64
 vɔl,10920
nøːksh ,1
 lɛxt,3022
drɔl,500
 ɵr ,41
kɔlm ,2
 vrɪk ,22
ɛflj ,1
 dri ,2739
 ʃrɑ ,4
krɑŋks,3
 pɔnt,139
 strɵk ,1641
 fɛɪns,1
 plʌʊs,811
lnvɛnt ,2
ʋeː,384869
 ɵŋ ,12
bɔkk ,1
lœys ,347
 dir,2088
zɛɪn ,421
mɛs,3780
 jɪr ,74
hɑŋt,2938
ʋɔrds ,5
blɑft,103
 toː,59842
ɑndr ,16
 ʋɪndh ,8
 zɔrxt,3974
hoːs,8
tœy ,11934
 strɔm ,6
 koːls,1
 min,293
 skɑj ,6
 ɑndl ,2
 smɪts,9
 ɣɑk,15
tsaː ,34
ʋɛɪrs,5
 tɛrst,459
 pɔr ,2127
 ziksx ,1
 krɑfts,2
 lɪt,1202
 pɑs,2371
rɪt ,1883
rɑlfs,4
slœyk ,4
 toːj ,47
 rɪm,216
saːk ,16
 dɛrf,170
 vrɪːɾ ,2
bɵj,1
nøːn ,1
hɑrk ,26
 tɪx ,147
sɵsp,12
 krust,5
blɵnt ,26
trup ,29
brud ,64
 drɑns,3
 reːn,32703
 zɛw ,3
 plɛŋt,1
 zɪk,329
 ʋɪn,3431
ʋhɪː ,28
 brœyks,8
 vraːk ,2
mɔf ,1
 tri ,4621
vœyst,360
boːst,3
 fɑh,5
 rɑh,2544
 pløːkt,1
ih,1563
ŋoː,19
hɛn,17927
 spɔnt,1
ʋoːl ,102
 ʃloː,1
 laːts,32
 aːlsh ,1
smɪːrtʲ ,1
lnsaːh,1
knɔp ,169
ɑrlŋ ,2
ɑpts,2
 ɣɔp ,110
hɪbrl ,2
ɣɪs ,21
 noːɣ ,3
blɪft,1
ɣrix,14
lbraːh ,20
 prɵs,35
zaːl,1569
 mɵr ,23
 ɑŋks,5
 skoːp,959
ɣnɑr ,1
sxɑp,12491
jaːrz ,50
 taːɾ ,2
sxaːtz ,17
sloːp ,57
 py ,3834
mɛh ,43
 rɑw ,3
 sfɔ ,338
bəŋst ,1
 zɔlm,5
 stuːr ,1
stroːpt,12
 ɛws,2
 loːft,8397
ldaːjh ,1
jɔnk ,1
 vɔːrsx ,48
rɔps,32
pɪnʃ,7
 poːl ,24
 uks ,2
ɣɔlt,176
 aːl ,611
 jʌʊn,1
jɔs,378
khɪ ,1
zitʲ ,45
lnfɪl ,5
 rɪss,1
 drɛɪɣ ,298
blij,3
drɛw,879
pfɑɾ ,4
dɪz ,7
ʋɪnz ,1
 tɔlf,1
 ɛks,150
 streː ,865
 jɑŋk,63
ʃɪm ,154
bɪtx ,25
 fɔrdsh ,24
slɵʃ,9
 ʋɵs,1624
 snɛl ,97
 ɪrt,372
hɔːrzltlŋ,2
 zɑx ,321
ɣɔʃ,28
ʋij,3
 buk,3286
bris ,75
 zən,64717
 draːft,5
spɛɪt,29157
zʋɑns,4
spɛks,22
vløːx,3
knɑkt,4
mksɪms,1
spraːj ,2
zɛts,170
ɔmnl,5
jaːh ,111
fɪtzh ,7
 brɑnt,2357
 ɑrx ,83
 roːnz ,4
 vli,1256
 sløːr ,9
døːkh ,2
skɑx,19
 lɔ ,3174
zʋɑlpt,1
klɛl ,9
traːn,168
plɵs ,4
 rəm,240
 nɑps ,1
 aːstʲ ,1
 nərz ,9
brœyx ,1
 firs,2
kvaːj ,9
vlɵxsx ,3
blɑst,10
klɪk,558
 klɛɪnt,44
 dhɛɪt ,15
stɵrm ,10
mɪxt,3
lshɛr ,1
 fløːr,50
 zɪːrt,256
 spiːk(nl),6
 fɪrs,4
 nɑrt ,15
 tɛɪns,198
smɪːr ,1666
 sxɪlt,179
 fi ,12639
ʃɵl,6
prɪn,5888
frɑnks,137
 snɑplŋ ,2
 moː ,13497
stɑjr ,8
 ɣud ,258
vərl ,2
 dɛrns,4
spits,28
praːlt,2
 lɑndsh ,27
kvɔt,5
vɪŋk,54
 pɵsh ,2
 skrɔw,1
strɑ ,1298
 klɑp,282
 kuntʲ ,1
brɑmp ,1
 roːf,960
 rɛɪɣn,6
slɑk,132
 buxt,1
 tɛn ,2102
 ɣɪnh ,11
feːlŋ ,1
 sərsk ,2
 kəl,24687
lrɪʃ ,2
ɣɪtz ,11
 jɵmp,1
bøːnh ,5
 kə,671009
 mɛz ,43
 kɛlz ,2
 rɑt ,52
 ɣeːr,308
mkrɪp,1
 ɛtʲ ,1910
 jɪf,8
 luk ,1
 ʋɪtxt,2
 pøː,715
 sxɛf,99
 ɣuj,1
 ɛlmt,1
ɣrɑf,1977
nɔɾrls,1
ʋɔlfh ,25
 ʋɑtʃ,1
mɑts,88
zɛhn,3
 nitʲ ,11
dʌʊt,12
smɔɾ ,2
 tɛrs ,16
kvɛɪ ,3
ɣɛld ,618
 stroːlt,1
 ɔs,1420
 bʌʊh ,3
pɔrʃ,3
broːk,317
 strɪː ,409
 vɛtʲ ,54
stɵd ,14
 brɪss,1
fɪkst,39
 ʃɔws,6
tɑʃ ,22
tkoː,2
brɔm ,94
 tɛɪntʲ ,16
 plɔt,355
ɑfk,205
 ɑh ,1
 trɪns,1
ʋɑh,26
nɛxs,2
 zərz ,4
drɑŋkh ,12
 krɑwl,5
 ɣleʊ,17
 leːns,549
ʋoːx,435
bɑrmh ,218
tɪrk,7
 droːh ,1
 sɔpt,2
sfɪnk ,8
ʋɛrd ,1
sʋɛŋ ,1
dɪr,7096
 tɪt ,25
spaːrt,821
 lɛj,5
 kɔst ,2
ʃtɛtl,3
 sxɑŋ,108
ɣəm ,104
krɪsx ,2
tɑj ,1379
trɵk,5678
klɑŋ,173
bɔrkh ,1
 vlɔf,19
 rirz ,14
bɔls,11
pfɛɪ ,42
 uk,435
 slɔt,131
skə ,686
lndi,1300
 krɪst,3
ɣɑɣ ,7
 steːntʲ ,14
spøːr,369
 leːvt ,6
jɪp,12
blɔk ,241
flɑʃt,1
ʋzɑs,1
 ʋoːx,364
 jyʊ,4
 sɪx,473
 sxɛɪf ,9
 trɛls,1
lɛɪn,17508
ɣɑrp,59
ʋɛlks,1
 blɑth ,1
 bleːk ,27
dɪxtk ,37
jɔkt,9
 ʋul,13
stɪt,88
døːt ,3
 rən,297819
dɔŋ,4466
 ɣlɑf,9
 praːns,1
mkkɔŋ ,1
pɛl ,2803
zaːr ,196
ɪːrt ,12
 klɔɡ ,1
vɪm,46
knoːpt,13
 strɪkts,21
 fɪːrst,1
nɛrk,2
 vɔlxt,2522
skɵŋk ,1
ɪmh ,234
 vɛnh ,191
 stɵntʲ ,1
kɔːɾ ,13
lɑmb ,14
zhɛŋs,1
 kɵrt,3
 flɛɪn,5
 slɔn ,62
 boːl,648
tɑŋkx ,1
 sxut,90
klɪrk,1
 zim,2
prbɪːr,1
 styrsk ,1
ʋʌʊlt,6
 stup,2
sxrɪɡ ,8
 ɵmx ,23
smɪd ,14
tɵs,3432
tir ,707
ɣəzlx ,1
 skɛrst ,1
vʌʊs,59
ɵpn,3
dɔw,1116
kløːrst,1
 sxaːlt,8
 nirz ,9
 pru ,744
 pɪn ,44
 dɛlh ,32
stɵts,8
leːk ,306
ʋɪm ,165
 ərk ,5
brə ,397
 slɛɪx,9
 lijk ,2
trɪn ,7
 vərv ,1
 mɵtʲ ,1
lunst,2
ʋoːz ,2
 klɑjms,22
 skʌʊ,1159
kɑsh ,55
sturs,2
 ɣɵsh ,1
 vloː,807
 təns,575
 lœysh ,1
snɛl ,1460
 fɔr,10949
bɔrx,1307
blɑf ,41
ɣɛɪls,5
 klɪrt,12
 drɛks,1
tzeː ,1
 klɛm ,9
ɣroːm,170
nlvoːs,1
mɪsxh ,1
ɣlɑs,2978
trɪp,1616
 nɛʋ ,1
tʲeːm ,1
 jɵnkts,2
snup,1243
 lɛln ,2
dis,1365
 frøːxt,1
 krœyp ,76
 dœy ,3229
 nu,31923
kɔm ,11407
 leːv ,699
blɑnʃ,2
smɵts,9
 stɵk,2535
 sɛf ,829
 sxɛl ,141
 ɛlz ,49
frɛʃ,17
stɑk,1050
 jɔ ,52
vaːk ,5
brœyntʲ ,8
mɛms,1
hiltʲ ,1
knaːk,3
 prɪls,9
 loːn ,20
 zɑp,69
sɛrh ,2
dy ,10807
 təŋk ,75
droːɣʋ ,3
 nɪɣlŋ,3
 zɪkx ,1
 zən ,3261
 rɑnst,2
 ɣɵp,5
 foːl,1
 rɔxs,2
 tifh ,2
 ɵrk,27
 sɛllj ,2
 lɔh,76
jpɛx,1
vrux ,115
 ɣrɑm,1408
 tɵrn,37
 ʃuntʲ ,13
 spaːrt ,5
 kɛrlŋ ,1
 ɣɔnk ,7
 ɑɾ ,2239
zɪsks,2
kɑstlŋ ,1
toːns,38
trin,33
pɪms,5
draːx ,47
 tɑxtlx,1
 slɪnt ,8
pɣeː,1
di ,71151
ʃifs,36
plɔp,21
ɣrip ,52
blʌʊnts,1
 ɣrɑfl ,4
vɛstʲ ,21
rɔl,6420
 sxɑdlɣ ,1
ɣlɔr ,2
ʋilh ,1
 ʋɔrst,136
krɵlt,29
 drɵst ,1
ʃins,3
pɛrsx ,2
rɪxtsh ,6
 boːtʲ ,43
 stɪn ,15
stɵf,79
 ɣɑrm,8
baːk,10
tʋɪŋk,6
furt,2
krɑtxlt,1
 tyrt,139
hɛxt ,15
 lɪŋkt ,20
bərkʃl ,1
 tʌʊx ,5
drœyl ,4
 trøːks,4
 rʌʊt ,4
snœyf,193
 lɑj ,559
 pɑsts,5
 jɑsh ,38
 lɵksh ,18
 stɑnts,22
 stɵf,6
 ɣɛtʲ ,305
 klɵt ,14
skɛl,31
 kɛk ,23
 fɛt,194
 soːn,10088
spru ,198
vɑnf,1
 klɛɪn ,45
 ɣloːpt,169
vɑmp ,3
 rɔɣ ,3
aːl ,8411
 teːɲ ,3
bə ,457720
vlzir,1
lɑkh ,45
lnfoː,2
zʋɪk ,1
hɛf,858
 jeːt,5
ɔbj,1
klɑn ,2039
lbɛks,1
hɵph ,4
nɛkt,37
 ma,168264
 splɪt ,124
 rish ,4
skɪl ,4
kɑtx,70
hɪns,2
ɣʋaː ,1
 nɪŋsp ,2
 tɛnsh ,14
prɪŋ ,2940
dʌʊnt ,5
sxɔ ,1806
 tɛɪtz ,203
rhoː ,228
 skɛrk,16
 sərf ,1
 ɣlɪn,88
pʋɛn,2
 but ,5
 ɣɛʋ ,10
vɵ ,1711
 bɛtʲ ,68
 flɛʃ,3
 sloːpt,220
 seːhl ,3
 flɑn ,10
kvɪlt,6
 ɛtj,1
 prɔp ,6
 skoːtʃ,5
 aːntʲ ,58
nɵmb ,3
krɛɪs,59
 ʋɔn,8657
ʋix,207
pɛrsh ,9
ɣɵts,6
pɛrz ,81
 ɣlʌʊ,3
ɛlnd ,7
jɔls,5
ʃɑŋk,42
bɪʃ,31
roːk,4868
 dərfs,4
ɣrɛnz ,43
klɪːrh ,29
beːŋ ,9
 vəl,7037
 sɛrlŋ ,1
 fɵm,529
blɵr ,1
tʋɪ ,100
ksɑ ,1
 sfɪtsh ,1
 slɔw,82
pɛnsh ,3
oːms,463
sɪls,10
bɵrt,217
 bɔhm,1
rur ,534
ɵpl,7
hʌʊtz ,1
zoːp,38
ɔnh ,849
 jy,621
tɛkst ,50
 stɵd ,1
 jøːrs,96
haːj ,250
 fraːt,9
 kɵsx ,10
fɑrs,4
 vɪŋkt,2
flɔt,37
ɑn,1517022
 drɵs,22
 vlit,1
 zɔv ,4
snuk ,3
bɔnh ,9
klɑnh ,2
 zi,91571
 neːl ,1007
ʋɪlt,35976
 vɔv ,1
hoːt ,8
 dɪtʲ ,4
 ʋəlts,1
ʋɑlxs,1
mɑnlj ,1
droːm ,1226
zɑkt,617
dʋɛrx,424
ɣlɑs ,15
 drɑsp,1
drɑŋɡ ,2
zɛs,8951
ʃit,6
 mɛrn,2
maːɾ ,6
bɪŋk,170
 klaːjs,4
ʋaːr ,37959
ɔbl ,1
 kɔk ,108
fɪnx,232
blɛtx,6
vyrs,1
tɪŋ ,6307
sxmɵnt,1
 zɑmph ,1
plɪ ,72
 smɔːr ,37
kɔnx ,79
 ɣə,805074
ʋhɛl ,3
 trɵm ,7
mkmaː ,46
 ɪŋ ,1973
 ɣrɑmp,20
dlaː,24
hɛɪx,61
 zɛn,2969
 ɣrɑp,102
mɑkk ,3
ltɔk,2
ɔntklj ,1
 sɔl ,113
 pɛrk,1065
prɔf,304
doːdk ,10
bhɛbh ,1
ɣruj ,750
